topic,count,prop
-1,4104,0.16749653089543712
0,302,0.01232552444698392
1,288,0.011754142518978043
2,280,0.011427638560117541
4,150,0.006121949228634397
5,130,0.0053056893314831445
3,105,0.004285364460044078
6,105,0.004285364460044078
10,104,0.004244551465186515
15,101,0.004122112480613827
