periodo,n_commenti,sentiment_mean,sentiment_std,positive_pct,negative_pct,subjectivity
Mese_1,9,0.18125555555555556,0.3481363996737166,33.33333333333333,11.11111111111111,0.18703703703703703
Mese_3,62,0.3888725806451613,0.5098910777833509,64.51612903225806,12.903225806451612,0.3786435730017274
Mese_6,2448,0.4800584558823529,0.4797244151864009,75.04084967320262,11.968954248366014,0.4806068600977904
